Link Text,Link Href,Date
Norja­lais­yhtiö suunnittelee vedyn tuotan­to­laitosta Tornioon – tuotanto voisi käynnistyä parin vuoden päästä,https://yle.fi/a/74-20080011,21.3.
Traktoreista tunnettu Agco investoi 70 miljoonaa euroa Nokian tehtaaseen: kehittää uudenlaisia moottoreita dieselin rinnalle,https://yle.fi/a/74-20080190,21.3.
Suoma­lais­yhtiö tekee valtavaa bisnestä venäläisten kanssa – ”Olemme mukana isänmaal­lisessa työssä”,https://yle.fi/a/74-20079903,21.3.
"Pankki patistaa taloyhtiöitä: Vastike uusiksi, remontit ajallaan ja häly­tys­kellot kilkattamaan",https://yle.fi/a/74-20079996,21.3.
Linnanmäki aloitti Venäjä-boikotin,https://yle.fi/a/74-20079314,21.3.
"Katso lista yrityksistä, joita lakko koskee",https://yle.fi/a/74-20080162,20.3.
Kiinalainen Temu ohitti jo verkkokauppa Zalandon suomalaisten suosiossa,https://yle.fi/a/74-20080124,20.3.
"Kovaa puhetta lakoista: ”Suomi-vene uppoaa ja ay-liike äyskäröi vettä sisään”, sanoo Kemian­teol­li­suuden johtaja",https://yle.fi/a/74-20080080,20.3.
"Riiteletkö raha-asioista puolisosi kanssa? Kerro kokemuksesi, teemme aiheesta juttua",https://yle.fi/a/74-20071522,20.3.
"Halpahallin grillit ovat jumissa Ruotsin Skellefteåssa – yrittäjä epäilee tukilakkoa, AKT kiistää",https://yle.fi/a/74-20080040,20.3.
Chempolis toimittaa teknologian Nord Fuelin Haapaveden biotuo­te­tehtaalle,https://yle.fi/a/74-20079945,20.3.
Jarkko Hytönen meni lakon aikana töihin – pääluot­ta­musmies: ”Toimit poika luiku­ri­maisesti”,https://yle.fi/a/74-20079940,20.3.
Kahden viikon lakko tuo Kemin satamalle satojen tuhansien eurojen tappiot,https://yle.fi/a/74-20079954,20.3.
"Sukupuolten välinen kuilu työelämässä on vain kasvanut, eikä tasa-arvo toteudu missään maassa, kertoo raportti",https://yle.fi/a/74-20079831,19.3.
Kempin muutos­neu­vot­telut päättyivät – vähentää 33 työntekijää,https://yle.fi/a/74-20079818,19.3.
Hesburger laajeni Puolaan ja tuotteita saa vain kotiin kulje­tettuina,https://yle.fi/a/74-20079794,19.3.
Näin työelämän jargon on uinut yhä uusille alueille – kieli jakaa työyhteisön tyhjän­pu­hujiin ja tekijöihin,https://yle.fi/a/74-20078719,19.3.
Vuokra­va­kuudeksi riittää nyt pieni kuukausimaksu – vertailimme eri palveluiden ehdot,https://yle.fi/a/74-20079719,19.3.
Sähköyhtiö Elenia ei jätä maksuja veloit­tamatta – Energia­teol­lisuus muistuttaa yhtiöiden vastuusta asiakkailleen,https://yle.fi/a/74-20079761,18.3.
Suomen perus­kalliosta saattaa löytyä suuret energiavarat – luonnollinen vety voi muuttaa kaiken,https://yle.fi/a/74-20079433,18.3.
Kiinassa miljoonat uudet avioliitot kertovat muustakin kuin rakkaudesta – maan taloudessa on yllättäviä kasvun merkkejä,https://yle.fi/a/74-20079720,18.3.
Saavatko työttö­myys­turvan ja asumistuen leikkaukset ihmisiä tekemään enemmän töitä? Työnantajat toiveikkaina,https://yle.fi/a/74-20078318,18.3.
"Suomen gps-häiriökartta punaisena – onko paikannus maalla, merellä ja ilmassa uhattuna?",https://yle.fi/a/74-20079337,18.3.
Soite selvittää tilapäisen valiokunnan asettamista – keskus­taryhmä haluaa punnita Sari Innasen luottamuksen,https://yle.fi/a/74-20079634,18.3.
Helen Sähköverkko jättää veloit­tamatta asiakkaiden sähkön­siir­to­maksut tulevilta kuukausilta,https://yle.fi/a/74-20079607,18.3.
Linja-auton­kul­jettaja Anja Niemitalo lopettaa veden juomisen monta tuntia ennen työvuoroa: ”Tilanne on aivan mahdoton”,https://yle.fi/a/74-20079204,18.3.
Jukurit veti katsomoon lähes 90 000 katsojaa runko­sarjassa,https://yle.fi/a/74-20079345,18.3.
Joukko talous­tie­tei­lijöitä Ylelle: Lakot syventävät taantumaa – pitkä riita köyhdyttäisi koko maata,https://yle.fi/a/74-20079430,17.3.
Arvon­li­sävero otettiin Suomessa käyttöön 30 vuotta sitten – ensi vuonna sitä aiotaan kantaa nykyistä enemmän,https://yle.fi/a/74-20077515,17.3.
Hiihtoliitto tekee miljoo­na­tappiot,https://yle.fi/a/74-20079519,16.3.
"Pahalta näyttää, merkittävä riski kasvun kannalta, sanoo Olli Rehn käynnissä olevista lakoista",https://yle.fi/a/74-20079436,16.3.
Vero­pro­fessori Marita Laukkanen nyky­hal­li­tuksen ilmas­to­po­li­tiikasta: ”Valot on sammutettu”,https://yle.fi/a/74-20078961,16.3.
Kokkolan Satama teki tappiollisen tuloksen,https://yle.fi/a/74-20079451,15.3.
"Analyysi: Palkanmaksu loppui, koska isoimmat metsäyhtiöt haluavat ottaa riskiä",https://yle.fi/a/74-20079339,15.3.
Karaoken eli ”Sparko Boxin” keksijä on kuollut,https://yle.fi/a/74-20079336,15.3.
EU:n yritys­vas­tuu­di­rektiivi sai viimeinkin jäsenmaiden määräe­nem­mistön tuen – Suomi tuki,https://yle.fi/a/74-20079416,15.3.
"Suomessa on vino pino kuntia, jotka elävät eläkeläisten rahoista – kartta näyttää, asutko sinä sellaisessa",https://yle.fi/a/74-20079218,15.3.
McDonald'sin tieto­jär­jes­telmissä maail­man­laa­juisia ongelmia – vahvis­tettiin myös Suomesta,https://yle.fi/a/74-20079308,15.3.
Elintar­vi­keyhtiö Raision uusi toimi­tus­johtaja löytyi norja­laiselta Orklalta,https://yle.fi/a/74-20079298,15.3.
"Talous toipuu jopa aiemmin ennustettua nopeammin, ennakoi Suomen Pankki",https://yle.fi/a/74-20079289,15.3.
Kymenlaakson Sähkön voitot kasvoivat yli 30 miljoonaa euroa viime vuonna,https://yle.fi/a/74-20079284,15.3.
Näin asumistuen leikkuri iskee – Roosa Niemellä jää käteen neljä euroa pakollisten menojen jälkeen,https://yle.fi/a/74-20076813,15.3.
Ankarasti vastustettu esitys paikal­lisesta sopimisesta ei mene pani­mo­y­rit­täjän mielestä tarpeeksi pitkälle,https://yle.fi/a/74-20079230,14.3.
Tässäkö vastaus Purran kaavailemaan sähkö­au­toilun lisä­ve­ro­tukseen: maksut ajettujen kilometrien mukaan,https://yle.fi/a/74-20079154,14.3.
"Huolto­var­muus­keskus varmistaa, että polttoaine riittää ambu­lans­seihin ja paloautoihin – varastoja riittää kuukausiksi",https://yle.fi/a/74-20079206,14.3.
Shell varoittaa: Lento­ko­neiden polttoainetta riittää Helsinki-Vantaalla vielä vajaan viikon,https://yle.fi/a/74-20079219,14.3.
Metsä Groupin Kemin tehtaat pysäytetään lakkojen vuoksi – työntekijät tekevät kunnos­sa­pi­totöitä,https://yle.fi/a/74-20079213,14.3.
Työnte­kijöitä eroaa nyt liitoista protestina – päiväkotien lasten­hoi­tajat puolestaan liittyivät joukolla liittoon,https://yle.fi/a/74-20079147,14.3.
Auto- ja akku­val­mistaja Valmet Automotive teki ennätyksen akku­tuo­tannossa,https://yle.fi/a/74-20079141,14.3.
Näin pitkäksi aikaa banaanit riittävät kaupoissa,https://yle.fi/a/74-20079098,14.3.
HK-Scan lisää kypsien tuotteiden valmistusta – Euran yksikköön iso linjain­vestointi,https://yle.fi/a/74-20079105,14.3.
Ykkösaamun vieras on Olli Rehn – mitä haluat kysyä Suomen Pankin pääjoh­tajalta?,https://yle.fi/a/74-20078744,14.3.
Versowood aloittaa 900:aa työntekijää koskevat muutos­neu­vot­telut – syynä lakot,https://yle.fi/a/74-20079097,14.3.
Kokoomuksen Kauman mukaan Suomen lakkokaaos kelpaa Venäjälle: ”He osaavat ottaa hyödyn”,https://yle.fi/a/74-20079089,14.3.
Adidaksen ja Marimekon kanssa yhteistyötä tehnyt kasvuyritys Spinnova aloittaa muutos­neu­vot­telut,https://yle.fi/a/74-20079076,14.3.
Suomen Yrittäjät lipeää työnantajien rintamasta – varoittaa jäseniään palkanmaksun keskeyt­tä­misestä,https://yle.fi/a/74-20078919,13.3.
"Riikka Purra: Sähkö­au­toi­lijoille lisää veroja – lisätty sokeri, suola ja transrasvat mahdol­lisesti verolle",https://yle.fi/a/74-20078804,13.3.
Neste karsii Suomesta 320 työpaikkaa,https://yle.fi/a/74-20078883,13.3.
Yle selvitti: Suomalaiset talous­ri­kol­liset kiertävät liike­toi­min­ta­kieltoa Viron kautta,https://yle.fi/a/74-20077910,13.3.
Vuosia puoli­valmiina seissyt hotelli rakennetaan vihdoin loppuun Oulussa – tämä kaikki hankkeesta tiedetään,https://yle.fi/a/74-20078794,12.3.
EU velvoittaa jäsenmaat parantamaan rakennusten energia­te­hokkuutta – asukkaille ei tule pakko­re­montteja,https://yle.fi/a/74-20078825,12.3.
"”Minun täytyy aika­tau­luttaa lääkkeiden ostamista”, kertoo pitkä­ai­kais­sairas Roosa Jukola",https://yle.fi/a/74-20078061,12.3.
"Analyysi: Onko oikein, jos sinun palkan­maksusi keskeytyy muiden lakkoilun takia?",https://yle.fi/a/74-20078704,12.3.
"Tekno­lo­gia­teol­li­suuden Helle: Jäse­ny­ri­tykset voivat keskeyttää palkanmaksun heti, kun työt loppuvat lakon vuoksi",https://yle.fi/a/74-20078706,12.3.
"Lakkoaalto pyyhkii Saksaakin, ja työnte­kijöillä on asiantun­tijan mukaan kädessään histo­rial­linen valttikortti",https://yle.fi/a/74-20078572,12.3.
Myös Stora Enso ajaa tehtaitaan alas ja keskeyttää palkanmaksun,https://yle.fi/a/74-20078697,12.3.
Johanna Vuorelman kolumni: Ehkä presidentti on arvojohtaja – mutta kuka siitä piittaa?,https://yle.fi/a/74-20078533,12.3.
Yrittäjä taistelee uutta sähkölinjaa vastaan viimeiseen asti: seuraavaksi kantelu oikeus­kans­lerille,https://yle.fi/a/74-20077929,12.3.
Hypo odottaa asuntojen hintojen kääntyvän nousuun loppu­vuodesta,https://yle.fi/a/74-20078664,12.3.
"Wolt-kuskeja koskeva EU-sääntely nytkähti eteenpäin – yhtiön pitäisi jatkossa todistaa, että lähetti ei ole työsuhteessa",https://yle.fi/a/74-20078659,11.3.
"Asiantun­tijat: Lakot voivat heikentää inves­toin­ti­haluja Suomeen, mutta maakuvaan niillä ei ole välitöntä vaikutusta",https://yle.fi/a/74-20078634,11.3.
Helsinki-Vantaan lentokenttää uhkaa polttoai­nepula jo viikon päästä,https://yle.fi/a/74-20078553,11.3.
Metsä Group ja UPM pysäyttävät tehtaitaan kuljetusalan lakon vuoksi,https://yle.fi/a/74-20078575,11.3.
Näin perintöjen ennakoidaan muuttuvan – elinaikana tehtyjen lahjoitusten suosio kasvanut,https://yle.fi/a/74-20077554,11.3.
Näin lakko alkoi näkyä satamissa ja teräs­tehtaalla – työsuo­je­lu­val­tuutettu: ”Neuvot­te­lu­jahan tässä ollaan vailla”,https://yle.fi/a/74-20078510,11.3.
THL:n Mika Salminen kritisoi vanhushoidon hoita­ja­mi­toi­tuksen kiristämistä – Superin Silja Paavola pöyristyi väitteestä,https://yle.fi/a/74-20078468,10.3.
Koral­li­pa­ra­tiisia uhkaa järkyttävä katastrofi – kapi­nal­listen upottama lannoi­telasti uhkaa levitä Punai­sel­la­merellä,https://yle.fi/a/74-20078471,10.3.
Lakot alkavat maanantaina – näin ne vaikuttavat arkeesi,https://yle.fi/a/74-20078256,10.3.
"Toimiiko punaviini kahdek­san­pro­sent­tisena, entä kuohuva? Asiantuntija vinkkaa ruoka­kaup­pojen tulevat hittiviinit",https://yle.fi/a/74-20077541,9.3.
Valtiot haluavat jälleen ohjata teknologian tule­vaisuutta – nähdään kilpai­luetuna valta­po­li­tiikassa,https://yle.fi/a/74-20078244,8.3.
Nesteen jalostamo Porvoossa pysyykin toiminnassa lakon aikana,https://yle.fi/a/74-20078321,8.3.
Näin sähkön hinta oikeasti määräytyy – Sähkö­so­pi­musten suosiossa on tapahtunut suuri muutos,https://yle.fi/a/74-20077503,8.3.
Pysähtyykö netti­kaup­pa­ti­laukseni satamaan lakon takia? Näin lakot voivat vaikuttaa pakettien saapumiseen,https://yle.fi/a/74-20078267,8.3.
Kymen Sanomat: Sulzer Pumps lomauttaa osan Karhulan tehtaan työnte­ki­jöistään,https://yle.fi/a/74-20078287,8.3.
Keski-Pohjanmaan hyvin­voin­tialue aloittamassa yt-neuvottelut – henkilöstön lomautukset ja irti­sa­no­miset myös puntarissa,https://yle.fi/a/74-20078281,8.3.
UPM aloittaa muutos­neu­vot­telut – lomautukset ovat mahdollisia,https://yle.fi/a/74-20078242,8.3.
"Venäjän öljyrahasto hupenee, nykytahdilla käyttövarat loppuvat noin vuoden kuluttua – se on ja ei ole iso juttu, sanoo tutkija",https://yle.fi/a/74-20077983,7.3.
Suomesta on katoamassa yli sata terveys­a­semaa – katso kartalta oman alueesi tilanne,https://yle.fi/a/74-20077808,7.3.
Asunto­si­joi­tus­yhtiön arvo tippui vuodessa viisi miljoonaa – nyt pohja­lais­kunnat myyvät Lakean alle kymppi­tonnilla,https://yle.fi/a/74-20078082,7.3.
Puuele­ment­ti­val­mistaja Lapwallin panostus varmistui Pyhännälle – 19 miljoonan euron tehda­sin­vestointi,https://yle.fi/a/74-20078145,7.3.
"Lakon vaikutus voi näkyä jo nyt bensan hinnassa – jos hamstraus alkaa, voi hinta nousta lisää",https://yle.fi/a/74-20078077,7.3.
Euroopan keskuspankki pitää ohjaus­korkonsa ennallaan – kesäkuussa voi odottaa jo korkojen laskua,https://yle.fi/a/74-20078066,7.3.
Saaris­tokunta-status laskisi Savonlinnan vero­pro­senttia merkit­tävästi,https://yle.fi/a/74-20078008,7.3.
"Etelä-Karjalan inves­tointien ja viennin rahoitus kasvoi viime vuonna, Kymen­laaksossa investoinnit romahtivat",https://yle.fi/a/74-20078068,7.3.
"Suomi 0, Ruotsi 25 hanketta – näin paljon hallitus on jäämässä jälkeen tärkeimmässä ilmas­to­toi­messaan",https://yle.fi/a/74-20074404,7.3.
Oululainen Kotivara vetää myynnistä meetvursteja hepatiitti E-viruslöydön vuoksi,https://yle.fi/a/74-20078041,7.3.
"Kaksi nuorta aikuista kertoo, miksei asunnon ostaminen enää innosta: ”Helpompaa elää hetkessä”",https://yle.fi/a/74-20076814,7.3.
Kotimaisten matkai­li­joiden määrä on laskenut Lapissa tänä talvena ja se huolestuttaa matkai­lu­väkeä,https://yle.fi/a/74-20077884,6.3.
Helpottava näkymä asunto­vel­kaiselle: Korkojen nousukausi on päättynyt – EKP linjaa tulevaa huomenna,https://yle.fi/a/74-20077914,6.3.
"Toimi­tus­johtaja kauhistui uusimmasta lakkoil­moi­tuksesta: ”Voi tulla seurauksia, joita kukaan ei osannut aavistaa”",https://yle.fi/a/74-20077945,6.3.
Linnanmäki nosti jälleen ennä­tyk­sel­lisen paljon lippujensa hintoja,https://yle.fi/a/74-20077882,6.3.
Kaupoissa otetaan käyttöön poikkeus­jär­jes­telyt lakkojen takia: vaarana monen tutun ruuan pilaan­tu­minen,https://yle.fi/a/74-20077848,6.3.
Kouvolan jätti­ter­mi­naalista vastaavan yhtiön toimi­tus­johtaja irtisanoutui,https://yle.fi/a/74-20077876,6.3.
"Valtio­va­rain­mi­nisteri Purran mukaan lakot pahentavat taantumaa, mutta hallitus ei peruuta – ”Liitto­pomoilla ei ole veto-oikeutta”",https://yle.fi/a/74-20077835,6.3.
"Liitot ilmoittivat kahden viikon lakoista – katso tästä, mihin yrityksiin se vaikuttaa",https://yle.fi/a/74-20077828,6.3.
Aleksis Salusjärven videokolumni: Pitäisikö äänikirjojen kuuntelusta tuntea huonoa omaatuntoa?,https://yle.fi/a/74-20077739,6.3.
Näin keikkafirmat vievät hyvin­voin­tia­lueiden lääkäreitä: ”Pian joudumme maksamaan mitä vaan saadaksemme työvoimaa”,https://yle.fi/a/74-20075335,6.3.
Uruguay­lai­sohjaaja syyttää suoma­lais­yhtiötä uuden ajan kolo­nia­lismista: ”Se on jopa pervers­simpää”,https://yle.fi/a/74-20077404,6.3.
Omat kupit kahviloihin ja hotellien pikkus­hampoot pannaan – EU laittaa turhan pakkaamisen kuriin,https://yle.fi/a/74-20077689,5.3.
Ukrainan ammuspulaan kenties apua suoma­laisesta sellusta? ”Kemia on suhteellisen suora­viivaista ja tunnettua”,https://yle.fi/a/74-20077517,5.3.
"Helsingin pormestari kertoo, mikä olisi nopein tapa Helsinki-hallin käyttöön­ottoon",https://yle.fi/a/74-20077751,5.3.
"Eläinlää­kä­riketju Evidensian muutos­neu­vot­telut päätökseen – 18 irtisanotaan, lomautuksia 66 henki­lö­työvuotta",https://yle.fi/a/74-20077700,5.3.
Lihatalo HK-Scan keskittää siipi­kar­jan­lihan pakkaus­toi­minnot Forssaan ja Raumalle,https://yle.fi/a/74-20077681,5.3.
Jeff Bezos nousi Elon Muskin ohi maailman rikkaimmaksi,https://yle.fi/a/74-20077641,5.3.
"”Sijoittaja kosketteli asiattomasti, eikä kukaan halunnut auttaa” – Startup-selvitys kertoo alan vaietuista ongelmista",https://yle.fi/a/74-20076469,5.3.
Itä-Suomessa pienten ja keskisuurten yritysten näkymät ovat muuta maata heikompia – inves­toin­ti­ha­lukkuus vähäistä,https://yle.fi/a/74-20077575,5.3.
Aseval­mistaja Sako lomauttaa lähes puolet väestään ja irtisanoo kahdeksan ihmistä,https://yle.fi/a/74-20077545,4.3.
Teolli­suus­yritys metsän keskellä porskuttaa keskellä pahinta taantuma-aikaa – rohkeat valinnat pelastivat yli 70-vuotiaan sahan,https://yle.fi/a/74-20077453,4.3.
Kerros­ta­lo­yhtiö hakeutui konkurssiin Kiteen Puhoksessa,https://yle.fi/a/74-20077485,4.3.
Raportti paljastaa uutta tietoa maahan­muut­tajien työllis­ty­misestä,https://yle.fi/a/74-20077161,4.3.
"Suoma­lais­yrittäjä kertoo neuvot­te­levansa Hotelli Punkaharjun vuokraa­misesta, tavoite avata kesäksi",https://yle.fi/a/74-20077258,4.3.
Entä jos työuupumus johtuu työn tylsyydestä? Sari Tuomaala jätti työnsä: ”Näköalaton puurtaminen väsytti”,https://yle.fi/a/74-20076817,4.3.
"Kaupat kertovat nyt kilpaa alentavansa ruoan hintaa – oikeasti ruokakorin hinta ei juuri laske, sanoo analyytikko",https://yle.fi/a/74-20077372,3.3.
MTV ja HS: Björn Wahlroosia epäillään kunnian­louk­kauksesta – Wahlroos kiistää,https://yle.fi/a/74-20077384,3.3.
"Lähes kaikki luotot näkyvät pian uudessa rekisterissä – pankit haluavat hyödyntää sitä tavalla, joka ei ole nykylaissa",https://yle.fi/a/74-20073220,3.3.
"Asiakas­ar­vioiden seuraus: jos annat siivoojalle alle neljä tähteä, hän voi joutua puhutteluun ja menettää satoja euroja",https://yle.fi/a/74-20077174,3.3.
Yhdys­val­tojen pörsseissä kovia lukuja viikon päätteeksi – kaksi Wall Streetin pääindeksiä ennä­tys­lu­kemissa,https://yle.fi/a/74-20077357,2.3.
S-pankin mobii­li­kir­jau­tu­misen ja verkko­si­vujen iltapäivällä alkaneet käyttö­häiriöt ohi,https://yle.fi/a/74-20077356,2.3.
Kiinteis­tövero voi nousta kasvu­kes­kuksissa – EK varoittaa johtavan äärimmillään pakko­myyn­teihin,https://yle.fi/a/74-20077344,2.3.
"Argentiinan presidentti uhkasi viedä uudis­tuksensa läpi keinoja kaihtamatta – ”Jos haette konfliktia, saatte konfliktia”",https://yle.fi/a/74-20077328,2.3.
"Suurimmat katu­maas­turit voivat pian olla kuorma-auton kokoisia, ja se voi johtaa isoihin ongelmiin kaupungeissa",https://yle.fi/a/74-20075819,1.3.
"Osake­huo­neis­tojen hinnat laskivat Oulussa, mutta maltil­lisesti",https://yle.fi/a/74-20077198,1.3.
Bitcoinin arvo taas hurjassa nousukiidosssa: Taustalla yksi pysyvä muutos,https://yle.fi/a/74-20077047,1.3.
Kuutiometri etelä­sa­volaista mäntyä maksaa lähes neljä euroa enemmän kuin Suomessa keskimäärin,https://yle.fi/a/74-20077137,1.3.
Pohjois-Karjalan Osuuskauppa rikkoi ennätyksiä vuonna 2023,https://yle.fi/a/74-20077128,1.3.
Kuitupuun hinta yhä nousussa – metsä­no­mis­tajia rohkaistaan puukaupoille,https://yle.fi/a/74-20075976,1.3.
Rovaniemen on tasa­pai­no­tettava talouttaan 10 miljoonalla eurolla – konsultin ehdotukset valmistuvat keväällä,https://yle.fi/a/74-20077078,29.2.
"Työlli­syys­rahasto saattaa joutua irtisanomaan lähes puolet työnte­ki­jöistään, taustalla suunnitelma lakkauttaa aikuis­kou­lu­tustuki",https://yle.fi/a/74-20077049,29.2.
Superliukas talvi aiheuttaa Suomelle karut kustannukset: Miljar­dilasku kasvamassa entisestään,https://yle.fi/a/74-20076488,29.2.
Suomen talous painui loppuvuonna taantumaan – ”Armei­ja­termein: Perä jää”,https://yle.fi/a/74-20076960,29.2.
Alkoholin tilaaminen ulkomailta tuli kalliiksi – veroja jätetty maksamatta miljoonan euron edestä,https://yle.fi/a/74-20076935,29.2.
Osuuspankkien määrä jopa puolittuu ensi vuoden loppuun mennessä – pääjohtaja: useita yhdis­ty­mis­hankkeita käynnissä,https://yle.fi/a/74-20076876,28.2.
Sijoi­tus­yhtiö Findaan tehdään erityinen tarkastus – osinkoa maksetaan vain nimellinen määrä,https://yle.fi/a/74-20076856,28.2.
"Tiesitkö, että ajokorttisi voimas­sao­lopäivä on toden­nä­köisesti väärä? EU ajaa uusia muutoksia ajokort­teihin",https://yle.fi/a/74-20076753,28.2.
Merikarvian sahan toiminta lakkaa – 79 työnte­kijälle tarjotaan töitä muualla Metsä Groupissa,https://yle.fi/a/74-20076830,28.2.
"Helsinki-hallin kaupoista odotettiin uutta tietoa tänään, mutta ulko­mi­nis­te­riöön ei ole tullut poikkeus­lu­pa­ha­kemusta",https://yle.fi/a/74-20076715,28.2.
THL aloittaa muutos­neu­vot­telut – henki­lös­tö­vä­hennys jopa 15 prosenttia nykyisestä henki­lö­kunnasta,https://yle.fi/a/74-20076823,28.2.
Pohjois-Karjalaan fuusioidaan suurta alueellista osuuspankkia,https://yle.fi/a/74-20076772,28.2.
Kalleimman sähkön päivät voivat nousta jopa kymmeniä senttejä – Suomen viimeinen lauhde­voimala ei käynnisty kenties enää ikinä,https://yle.fi/a/74-20076575,28.2.
Kiina yrittää kasvattaa synty­vyyttään – vasta­naineille palkinnoksi ilmaisia lottorivejä,https://yle.fi/a/74-20076766,28.2.
Panimoliitto: Alkoholilain muutos jättäisi vain osan vahvoista lonkeroista Alkoon,https://yle.fi/a/74-20076736,28.2.
Keski­tu­loinen suomalainen saa pian työttömänä yli 800 euroa vähemmän ansio­si­donnaista kuin ruotsalainen,https://yle.fi/a/74-20075585,28.2.
"Hätäisiin osto­pää­töksiin ohjaavia sokke­lo­kauppoja on kahdenlaisia – selvitimme, miksi ne menestyvät",https://yle.fi/a/74-20073935,28.2.
"Kuka korvaa ja korjaa, jos oman asunnon rakentaja kaatuu? Ostajan pitää itse olla hereillä konkurs­si­ti­lanteessa",https://yle.fi/a/74-20076545,27.2.
Energiayhtiön asiakkaat saivat yöllä kummallisen yllätyksen: muiden ihmisten 15 vuotta vanhoja laskuja,https://yle.fi/a/74-20076552,27.2.
Italia­laisten roskat palavat nyt sähköksi ja lämmöksi Suomessa – jäte­polt­toai­neiden tuonti Suomeen nelin­ker­taistui viime vuonna,https://yle.fi/a/74-20076181,27.2.
Tokmanni ja Bauhaus myyvät myrkyllisiä viherkasveja väärillä nimillä – kaupan virhe voi johtaa oireisiin kotona,https://yle.fi/a/74-20075764,27.2.
Ravintola-ala on nyt jopa kaikkein konkurs­si­herkin ala – näin päättyi villi­ruo­ka­kokin unelma­ra­vin­tolan taival,https://yle.fi/a/74-20076043,26.2.
Meri-Porin hiilivoimala jatkaa kaupal­lisessa käytössä ylimääräisen kuukauden – valtio ja Fortum varautuvat sähköpulaan,https://yle.fi/a/74-20076477,26.2.
"Rikkoutuiko rengas, kun ajoit vesi­lä­täkössä olevaan kuoppaan? Näin voit saada korvauksen vahingosta",https://yle.fi/a/74-20076372,26.2.
Autoala: autoilun vuosiveroa voi korottaa – sen sijaan autoveron korotus olisi ”sulaa hulluutta ja kuole­man­suudelma”,https://yle.fi/a/74-20076180,26.2.
Yllättävä uutinen: Tampereen Energian kaikki 100 000 sähkö­asia­kasta siirtyvät toiselle yritykselle,https://yle.fi/a/74-20076412,26.2.
"Lapsen tilillä olevat rahat voivat vaikuttaa siihen, saako ihminen Kelalta tukia",https://yle.fi/a/74-20076167,26.2.
Etäpalaverit ovat mainettaan parempia – Ville Talvitie käy työpai­kallaan vain kerran kuussa,https://yle.fi/a/74-20074898,26.2.
Näkymätön vaara rikkoo nyt auton­renkaita – hinaus­liikkeillä on ollut kiireinen viikonloppu,https://yle.fi/a/74-20076341,25.2.
"Johanna Ruohoniemi oppi kantapään kautta, mitä ei kannata tehdä, kun muuttaa Suomesta ulkomaille",https://yle.fi/a/74-20074414,25.2.
Työnha­kijoita on kohdeltu pöyris­tyt­tävästi työhaas­tat­teluissa – tutustu kymmeniin kokemuksiin tässä jutussa,https://yle.fi/a/74-20073663,24.2.
Verottaja on hakemassa Neste Paltamon konkurssiin,https://yle.fi/a/74-20076209,23.2.
"Äkkilähtöjen hinnat hyppäsivät, ja nyt tämä tuttu kohde on suomalaisten ”uusi Thaimaa”",https://yle.fi/a/74-20075876,23.2.
Osuuspank­kifuusio etenee ennakoidusti: OP Koillismaa aloittaa syyskuussa 2024,https://yle.fi/a/74-20076101,23.2.
Tammikuun sähköpiikin taustalla voi olla hintojen mani­pu­lointia – Energia­virasto selvittää nopeita muutoksia,https://yle.fi/a/74-20076108,23.2.
Venäjällä mainostetaan Reiman tytäryhtiön myymälän avaamista – Reima: ”Ei ole yhteyttä Suomeen”,https://yle.fi/a/74-20075985,22.2.
SDP ja keskusta eri linjoilla yli halli­tuskausien sitovasta velkakatosta,https://yle.fi/a/74-20076049,22.2.
Lapin hyvin­voin­tia­lueen yt-neuvot­teluissa aletaan ensi viikolla käydä läpi eri toimialoja,https://yle.fi/a/74-20076046,22.2.
Orpo ehdotti velkakattoa lakiin – asiantun­ti­joiden mukaan maailmalta löytyy lähinnä huonoja esimerkkejä,https://yle.fi/a/74-20075950,22.2.
"30 vuoden asuntolaina voi olla jatkossa normi, arvioi Nordea-johtaja – hallitus pyrki  laki­muu­toksella toiseen suuntaan",https://yle.fi/a/74-20075528,22.2.
"Korpputehdas paloi, ovitehdas lopetti – nyt uusi esitys leikkaisi etelä­poh­ja­laisten yritysten tukia",https://yle.fi/a/74-20075860,22.2.
Atria Ruotsi ostamassa ruotsalaisen valmis­ruo­kayhtiö Goohin,https://yle.fi/a/74-20075892,22.2.
Reijo Mannela katkaisi talonsa lämmityksen 46 asteen pakkasissa – nyt tuli sähkölasku,https://yle.fi/a/74-20075287,22.2.
"Pikkukunta antaa pörssiyhtiölle lamauttavan iskun, ellei rakenteilla oleva teolli­suushalli valmistu ajoissa",https://yle.fi/a/74-20075709,22.2.
"Halpa­kaup­paketju Normal on katsellut liiketilaa Kajaanista, myös Kajaanista ollaan oltu ketjuun aktiivisesti yhteydesssä",https://yle.fi/a/74-20075855,22.2.
Rengas­nastoja valmistavan Tikka Spikesin johto ostaa yhtiön omakseen –  rengasjätti Continental poistuu Jyväskylästä,https://yle.fi/a/74-20075832,21.2.
"Suomeen kaavaillaan tehtaita, joiden taustalla on Kiina – professorit eri mieltä riskeistä",https://yle.fi/a/74-20075655,21.2.
Pohjois-Savon palve­lu­jär­jes­telmän uudistus sai kunta­po­lii­tikot heti varpailleen – kunnan­johtaja: ”Tämä ei Vieremälle käy”,https://yle.fi/a/74-20075829,21.2.
"Paavo Näykki on sähkö­työn­tekijä amiksesta, Helen Mettälä arkeologi yliopistosta: silti heidän töissään tienaa yhtä paljon",https://yle.fi/a/74-20075006,21.2.
